,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,16,0,left,0,1.025,0,"[271, 764]",306.232,21.432,0,"[309, 587]",303.364,18.265
1,16,1,left,1,0.892,1,"[301, 762]",306.232,21.432,1,"[323, 606]",303.364,18.265
2,16,2,left,2,0.884,2,"[333, 744]",306.232,21.432,2,"[338, 588]",303.364,18.265
3,16,3,left,3,0.845,3,"[366, 737]",306.232,21.432,3,"[358, 588]",303.364,18.265
4,16,4,left,4,1.124,4,"[399, 783]",306.232,21.432,4,"[385, 585]",303.364,18.265
5,16,5,left,5,0.985,5,"[431, 760]",306.232,21.432,5,"[412, 587]",303.364,18.265
6,16,6,left,6,0.943,6,"[465, 754]",306.232,21.432,6,"[442, 589]",303.364,18.265
7,16,7,left,7,0.95,7,"[498, 750]",306.232,21.432,7,"[481, 583]",303.364,18.265
8,16,8,left,8,0.979,8,"[532, 760]",306.232,21.432,8,"[515, 588]",303.364,18.265
9,16,9,left,9,0.943,9,"[564, 765]",306.232,21.432,9,"[550, 599]",303.364,18.265
10,16,10,left,10,1.157,10,"[598, 797]",306.232,21.432,10,"[587, 593]",303.364,18.265
11,16,11,left,11,1.13,11,"[630, 781]",306.232,21.432,11,"[614, 582]",303.364,18.265
12,16,12,left,12,0.952,12,"[662, 776]",306.232,21.432,12,"[643, 609]",303.364,18.265
13,16,13,left,13,0.95,13,"[695, 768]",306.232,21.432,13,"[679, 601]",303.364,18.265
14,16,14,left,14,0.961,14,"[729, 772]",306.232,21.432,14,"[714, 603]",303.364,18.265
15,16,15,left,15,1.164,15,"[762, 780]",306.232,21.432,15,"[747, 575]",303.364,18.265
16,16,16,left,16,1.062,16,"[796, 768]",306.232,21.432,16,"[781, 581]",303.364,18.265
17,16,17,left,17,1.064,17,"[830, 770]",306.232,21.432,17,"[812, 583]",303.364,18.265
18,16,18,left,18,1.016,18,"[865, 779]",306.232,21.432,18,"[852, 600]",303.364,18.265
19,16,19,left,19,1.033,19,"[898, 780]",306.232,21.432,19,"[884, 598]",303.364,18.265
20,16,20,left,20,1.073,20,"[932, 786]",306.232,21.432,20,"[918, 597]",303.364,18.265
21,16,21,left,21,1.118,21,"[965, 796]",306.232,21.432,21,"[951, 599]",303.364,18.265
22,16,22,left,22,1.106,22,"[997, 802]",306.232,21.432,22,"[986, 607]",303.364,18.265
23,16,23,left,23,1.045,23,"[1030, 801]",306.232,21.432,23,"[1015, 617]",303.364,18.265
24,16,24,left,24,1.023,24,"[1064, 800]",306.232,21.432,24,"[1049, 620]",303.364,18.265
25,16,25,left,25,1.108,25,"[1096, 816]",306.232,21.432,25,"[1079, 621]",303.364,18.265
26,16,26,left,26,1.051,26,"[1129, 814]",306.232,21.432,26,"[1113, 629]",303.364,18.265
27,16,27,left,27,1.024,27,"[1161, 795]",306.232,21.432,27,"[1144, 615]",303.364,18.265
28,16,28,left,28,1.079,28,"[1195, 798]",306.232,21.432,28,"[1171, 609]",303.364,18.265
29,16,29,left,29,1.145,29,"[1230, 828]",306.232,21.432,29,"[1194, 629]",303.364,18.265
30,16,30,left,30,1.09,30,"[1260, 803]",306.232,21.432,30,"[1214, 616]",303.364,18.265
31,16,31,left,31,0.98,31,"[1294, 793]",306.232,21.432,31,"[1233, 631]",303.364,18.265
32,16,32,right,0,0.942,0,"[271, 764]",306.232,21.432,1,"[323, 606]",303.364,18.265
33,16,33,right,1,1.007,1,"[301, 762]",306.232,21.432,2,"[338, 588]",303.364,18.265
34,16,34,right,2,0.894,2,"[333, 744]",306.232,21.432,3,"[358, 588]",303.364,18.265
35,16,35,right,3,0.867,3,"[366, 737]",306.232,21.432,4,"[385, 585]",303.364,18.265
36,16,36,right,4,1.112,4,"[399, 783]",306.232,21.432,5,"[412, 587]",303.364,18.265
37,16,37,right,5,0.97,5,"[431, 760]",306.232,21.432,6,"[442, 589]",303.364,18.265
38,16,38,right,6,0.972,6,"[465, 754]",306.232,21.432,7,"[481, 583]",303.364,18.265
39,16,39,right,7,0.922,7,"[498, 750]",306.232,21.432,8,"[515, 588]",303.364,18.265
40,16,40,right,8,0.917,8,"[532, 760]",306.232,21.432,9,"[550, 599]",303.364,18.265
41,16,41,right,9,0.982,9,"[564, 765]",306.232,21.432,10,"[587, 593]",303.364,18.265
42,16,42,right,10,1.221,10,"[598, 797]",306.232,21.432,11,"[614, 582]",303.364,18.265
43,16,43,right,11,0.977,11,"[630, 781]",306.232,21.432,12,"[643, 609]",303.364,18.265
44,16,44,right,12,0.995,12,"[662, 776]",306.232,21.432,13,"[679, 601]",303.364,18.265
45,16,45,right,13,0.94,13,"[695, 768]",306.232,21.432,14,"[714, 603]",303.364,18.265
46,16,46,right,14,1.12,14,"[729, 772]",306.232,21.432,15,"[747, 575]",303.364,18.265
47,16,47,right,15,1.132,15,"[762, 780]",306.232,21.432,16,"[781, 581]",303.364,18.265
48,16,48,right,16,1.051,16,"[796, 768]",306.232,21.432,17,"[812, 583]",303.364,18.265
49,16,49,right,17,0.971,17,"[830, 770]",306.232,21.432,18,"[852, 600]",303.364,18.265
50,16,50,right,18,1.03,18,"[865, 779]",306.232,21.432,19,"[884, 598]",303.364,18.265
51,16,51,right,19,1.042,19,"[898, 780]",306.232,21.432,20,"[918, 597]",303.364,18.265
52,16,52,right,20,1.064,20,"[932, 786]",306.232,21.432,21,"[951, 599]",303.364,18.265
53,16,53,right,21,1.077,21,"[965, 796]",306.232,21.432,22,"[986, 607]",303.364,18.265
54,16,54,right,22,1.052,22,"[997, 802]",306.232,21.432,23,"[1015, 617]",303.364,18.265
55,16,55,right,23,1.03,23,"[1030, 801]",306.232,21.432,24,"[1049, 620]",303.364,18.265
56,16,56,right,24,1.017,24,"[1064, 800]",306.232,21.432,25,"[1079, 621]",303.364,18.265
57,16,57,right,25,1.063,25,"[1096, 816]",306.232,21.432,26,"[1113, 629]",303.364,18.265
58,16,58,right,26,1.13,26,"[1129, 814]",306.232,21.432,27,"[1144, 615]",303.364,18.265
59,16,59,right,27,1.055,27,"[1161, 795]",306.232,21.432,28,"[1171, 609]",303.364,18.265
60,16,60,right,28,0.957,28,"[1195, 798]",306.232,21.432,29,"[1194, 629]",303.364,18.265
61,16,61,right,29,1.204,29,"[1230, 828]",306.232,21.432,30,"[1214, 616]",303.364,18.265
62,16,62,right,30,0.986,30,"[1260, 803]",306.232,21.432,31,"[1233, 631]",303.364,18.265
63,16,63,right,31,0.779,31,"[1294, 793]",306.232,21.432,32,"[1259, 660]",303.364,18.265
