,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
20,20,20,left,20,1.102,20,"[1053, 867]",350.365,17.473,20,"[1035, 647]",346.443,15.636
21,20,21,left,21,1.256,21,"[1091, 869]",350.365,17.473,21,"[1076, 618]",346.443,15.636
22,20,22,left,22,1.26,22,"[1128, 870]",350.365,17.473,22,"[1116, 618]",346.443,15.636
23,20,23,left,23,1.146,23,"[1165, 868]",350.365,17.473,23,"[1149, 639]",346.443,15.636
24,20,24,left,24,1.194,24,"[1201, 865]",350.365,17.473,24,"[1192, 626]",346.443,15.636
25,20,25,left,25,1.249,25,"[1240, 868]",350.365,17.473,25,"[1230, 618]",346.443,15.636
26,20,26,left,26,1.236,26,"[1279, 865]",350.365,17.473,26,"[1262, 618]",346.443,15.636
27,20,27,left,27,1.256,27,"[1316, 867]",350.365,17.473,27,"[1288, 617]",346.443,15.636
28,20,28,left,28,1.196,28,"[1353, 854]",350.365,17.473,28,"[1318, 617]",346.443,15.636
29,20,29,left,29,1.238,29,"[1391, 860]",350.365,17.473,29,"[1347, 616]",346.443,15.636
30,20,30,left,30,1.091,30,"[1430, 870]",350.365,17.473,30,"[1373, 659]",346.443,15.636
31,20,31,left,31,1.085,31,"[1466, 858]",350.365,17.473,31,"[1394, 653]",346.443,15.636
32,20,32,right,0,0.952,0,"[298, 797]",350.365,17.473,1,"[358, 616]",346.443,15.636
33,20,33,right,1,1.039,1,"[330, 818]",350.365,17.473,2,"[376, 615]",346.443,15.636
34,20,34,right,2,0.975,2,"[367, 813]",350.365,17.473,3,"[397, 620]",346.443,15.636
35,20,35,right,3,1.123,3,"[404, 827]",350.365,17.473,4,"[424, 603]",346.443,15.636
36,20,36,right,4,1.157,4,"[441, 843]",350.365,17.473,5,"[458, 612]",346.443,15.636
37,20,37,right,5,1.145,5,"[479, 845]",350.365,17.473,6,"[492, 616]",346.443,15.636
38,20,38,right,6,1.17,6,"[518, 854]",350.365,17.473,7,"[531, 620]",346.443,15.636
39,20,39,right,7,1.082,7,"[556, 852]",350.365,17.473,8,"[572, 636]",346.443,15.636
40,20,40,right,8,1.141,8,"[594, 854]",350.365,17.473,9,"[608, 626]",346.443,15.636
41,20,41,right,9,1.098,9,"[633, 847]",350.365,17.473,10,"[653, 628]",346.443,15.636
42,20,42,right,10,1.171,10,"[671, 860]",350.365,17.473,11,"[687, 626]",346.443,15.636
43,20,43,right,11,1.126,11,"[709, 868]",350.365,17.473,12,"[723, 643]",346.443,15.636
44,20,44,right,12,1.098,12,"[747, 852]",350.365,17.473,13,"[766, 633]",346.443,15.636
45,20,45,right,13,1.204,13,"[786, 853]",350.365,17.473,14,"[795, 612]",346.443,15.636
46,20,46,right,14,1.067,14,"[824, 854]",350.365,17.473,15,"[842, 641]",346.443,15.636
47,20,47,right,15,1.171,15,"[863, 863]",350.365,17.473,16,"[877, 629]",346.443,15.636
48,20,48,right,16,1.131,16,"[901, 866]",350.365,17.473,17,"[917, 640]",346.443,15.636
49,20,49,right,17,1.172,17,"[940, 865]",350.365,17.473,18,"[959, 631]",346.443,15.636
50,20,50,right,18,1.028,18,"[978, 864]",350.365,17.473,19,"[996, 659]",346.443,15.636
51,20,51,right,19,1.093,19,"[1016, 865]",350.365,17.473,20,"[1035, 647]",346.443,15.636
52,20,52,right,20,1.249,20,"[1053, 867]",350.365,17.473,21,"[1076, 618]",346.443,15.636
53,20,53,right,21,1.26,21,"[1091, 869]",350.365,17.473,22,"[1116, 618]",346.443,15.636
54,20,54,right,22,1.158,22,"[1128, 870]",350.365,17.473,23,"[1149, 639]",346.443,15.636
55,20,55,right,23,1.216,23,"[1165, 868]",350.365,17.473,24,"[1192, 626]",346.443,15.636
56,20,56,right,24,1.242,24,"[1201, 865]",350.365,17.473,25,"[1230, 618]",346.443,15.636
57,20,57,right,25,1.253,25,"[1240, 868]",350.365,17.473,26,"[1262, 618]",346.443,15.636
58,20,58,right,26,1.239,26,"[1279, 865]",350.365,17.473,27,"[1288, 617]",346.443,15.636
59,20,59,right,27,1.248,27,"[1316, 867]",350.365,17.473,28,"[1318, 617]",346.443,15.636
60,20,60,right,28,1.189,28,"[1353, 854]",350.365,17.473,29,"[1347, 616]",346.443,15.636
61,20,61,right,29,1.008,29,"[1391, 860]",350.365,17.473,30,"[1373, 659]",346.443,15.636
62,20,62,right,30,1.098,30,"[1430, 870]",350.365,17.473,31,"[1394, 653]",346.443,15.636
63,20,63,right,31,1.045,31,"[1466, 858]",350.365,17.473,32,"[1419, 654]",346.443,15.636
