,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,20,0,left,0,1.044,0,"[298, 797]",350.365,17.473,0,"[344, 593]",346.443,15.636
1,20,1,left,1,1.018,1,"[330, 818]",350.365,17.473,1,"[358, 616]",346.443,15.636
2,20,2,left,2,0.99,2,"[367, 813]",350.365,17.473,2,"[376, 615]",346.443,15.636
3,20,3,left,3,1.034,3,"[404, 827]",350.365,17.473,3,"[397, 620]",346.443,15.636
4,20,4,left,4,1.201,4,"[441, 843]",350.365,17.473,4,"[424, 603]",346.443,15.636
5,20,5,left,5,1.168,5,"[479, 845]",350.365,17.473,5,"[458, 612]",346.443,15.636
6,20,6,left,6,1.195,6,"[518, 854]",350.365,17.473,6,"[492, 616]",346.443,15.636
7,20,7,left,7,1.165,7,"[556, 852]",350.365,17.473,7,"[531, 620]",346.443,15.636
8,20,8,left,8,1.094,8,"[594, 854]",350.365,17.473,8,"[572, 636]",346.443,15.636
9,20,9,left,9,1.111,9,"[633, 847]",350.365,17.473,9,"[608, 626]",346.443,15.636
10,20,10,left,10,1.162,10,"[671, 860]",350.365,17.473,10,"[653, 628]",346.443,15.636
11,20,11,left,11,1.213,11,"[709, 868]",350.365,17.473,11,"[687, 626]",346.443,15.636
12,20,12,left,12,1.05,12,"[747, 852]",350.365,17.473,12,"[723, 643]",346.443,15.636
13,20,13,left,13,1.103,13,"[786, 853]",350.365,17.473,13,"[766, 633]",346.443,15.636
14,20,14,left,14,1.217,14,"[824, 854]",350.365,17.473,14,"[795, 612]",346.443,15.636
15,20,15,left,15,1.113,15,"[863, 863]",350.365,17.473,15,"[842, 641]",346.443,15.636
16,20,16,left,16,1.189,16,"[901, 866]",350.365,17.473,16,"[877, 629]",346.443,15.636
17,20,17,left,17,1.129,17,"[940, 865]",350.365,17.473,17,"[917, 640]",346.443,15.636
18,20,18,left,18,1.167,18,"[978, 864]",350.365,17.473,18,"[959, 631]",346.443,15.636
19,20,19,left,19,1.033,19,"[1016, 865]",350.365,17.473,19,"[996, 659]",346.443,15.636
