,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,8,0,left,0,1.25,0,"[289, 944]",405.39,25.134,0,"[349, 654]",401.889,33.644
1,8,1,left,1,1.385,1,"[330, 972]",405.39,25.134,1,"[376, 647]",401.889,33.644
2,8,2,left,2,1.374,2,"[373, 960]",405.39,25.134,2,"[404, 636]",401.889,33.644
3,8,3,left,3,1.216,3,"[415, 973]",405.39,25.134,3,"[421, 685]",401.889,33.644
4,8,4,left,4,1.292,4,"[458, 999]",405.39,25.134,4,"[452, 693]",401.889,33.644
5,8,5,left,5,1.321,5,"[499, 1006]",405.39,25.134,5,"[493, 693]",401.889,33.644
6,8,6,left,6,0.995,6,"[542, 928]",405.39,25.134,6,"[524, 693]",401.889,33.644
7,8,7,left,7,1.129,7,"[588, 966]",405.39,25.134,7,"[573, 699]",401.889,33.644
8,8,8,left,8,0.933,8,"[635, 935]",405.39,25.134,8,"[612, 715]",401.889,33.644
9,8,9,left,9,1.094,9,"[679, 975]",405.39,25.134,9,"[667, 716]",401.889,33.644
10,8,10,left,10,1.121,10,"[723, 973]",405.39,25.134,10,"[704, 708]",401.889,33.644
11,8,11,left,11,1.265,11,"[768, 987]",405.39,25.134,11,"[746, 688]",401.889,33.644
12,8,12,left,12,1.36,12,"[811, 1006]",405.39,25.134,12,"[797, 684]",401.889,33.644
13,8,13,left,13,1.101,13,"[857, 952]",405.39,25.134,13,"[835, 692]",401.889,33.644
14,8,14,left,14,1.324,14,"[898, 1007]",405.39,25.134,14,"[878, 694]",401.889,33.644
15,8,15,left,15,1.188,15,"[943, 1007]",405.39,25.134,15,"[928, 726]",401.889,33.644
16,8,16,left,16,1.293,16,"[988, 1003]",405.39,25.134,16,"[974, 697]",401.889,33.644
17,8,17,left,17,1.344,17,"[1029, 1029]",405.39,25.134,17,"[1013, 711]",401.889,33.644
18,8,18,left,18,0.992,18,"[1074, 944]",405.39,25.134,18,"[1042, 711]",401.889,33.644
19,8,19,left,19,1.319,19,"[1119, 1002]",405.39,25.134,19,"[1102, 690]",401.889,33.644
20,8,20,left,20,1.162,20,"[1163, 958]",405.39,25.134,20,"[1136, 684]",401.889,33.644
21,8,21,left,21,1.178,21,"[1210, 967]",405.39,25.134,21,"[1186, 689]",401.889,33.644
22,8,22,left,22,1.172,22,"[1254, 984]",405.39,25.134,22,"[1233, 707]",401.889,33.644
23,8,23,left,23,1.349,23,"[1297, 997]",405.39,25.134,23,"[1278, 678]",401.889,33.644
24,8,24,left,24,1.264,24,"[1340, 985]",405.39,25.134,24,"[1324, 686]",401.889,33.644
25,8,25,left,25,1.16,25,"[1385, 983]",405.39,25.134,25,"[1362, 709]",401.889,33.644
