,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,7,0,left,0,1.376,0,"[327, 945]",412.787,31.467,0,"[389, 625]",403.784,26.292
1,7,1,left,1,1.251,1,"[373, 894]",412.787,31.467,1,"[418, 601]",403.784,26.292
2,7,2,left,2,1.213,2,"[417, 870]",412.787,31.467,2,"[445, 584]",403.784,26.292
3,7,3,left,3,1.093,3,"[462, 856]",412.787,31.467,3,"[469, 597]",403.784,26.292
4,7,4,left,4,1.128,4,"[508, 850]",412.787,31.467,4,"[496, 583]",403.784,26.292
5,7,5,left,5,1.087,5,"[553, 866]",412.787,31.467,5,"[536, 609]",403.784,26.292
6,7,6,left,6,1.016,6,"[598, 874]",412.787,31.467,6,"[578, 634]",403.784,26.292
7,7,7,left,7,1.028,7,"[643, 879]",412.787,31.467,7,"[625, 636]",403.784,26.292
8,7,8,left,8,1.004,8,"[688, 881]",412.787,31.467,8,"[668, 644]",403.784,26.292
9,7,9,left,9,1.01,9,"[734, 894]",412.787,31.467,9,"[722, 655]",403.784,26.292
10,7,10,left,10,1.111,10,"[779, 915]",412.787,31.467,10,"[770, 652]",403.784,26.292
11,7,11,left,11,1.145,11,"[823, 911]",412.787,31.467,11,"[810, 640]",403.784,26.292
12,7,12,left,12,0.965,12,"[870, 880]",412.787,31.467,12,"[853, 652]",403.784,26.292
13,7,13,left,13,1.291,13,"[912, 959]",412.787,31.467,13,"[911, 653]",403.784,26.292
14,7,14,left,14,0.99,14,"[957, 892]",412.787,31.467,14,"[942, 658]",403.784,26.292
15,7,15,left,15,1.014,15,"[1004, 900]",412.787,31.467,15,"[991, 660]",403.784,26.292
16,7,16,left,16,0.935,16,"[1050, 904]",412.787,31.467,16,"[1033, 683]",403.784,26.292
17,7,17,left,17,1.174,17,"[1096, 898]",412.787,31.467,17,"[1087, 620]",403.784,26.292
18,7,18,left,18,1.262,18,"[1140, 957]",412.787,31.467,18,"[1130, 658]",403.784,26.292
19,7,19,left,19,1.012,19,"[1182, 911]",412.787,31.467,19,"[1163, 672]",403.784,26.292
20,7,20,left,20,1.078,20,"[1230, 933]",412.787,31.467,20,"[1215, 678]",403.784,26.292
21,7,21,left,21,1.107,21,"[1274, 944]",412.787,31.467,21,"[1259, 682]",403.784,26.292
22,7,22,left,22,1.204,22,"[1317, 924]",412.787,31.467,22,"[1303, 639]",403.784,26.292
